username,userid,profile_location,created_at,text,retweet_count,source,coordinates
John Garrett @guynoir/telegram/gettr,94688863,"Boston, MA",2023-01-19 15:31:41,"@EpiEllie 1) you have to *contract* Covid first, and upwards of 50% of the population has preexisting immunity.
2)c… https://t.co/wdcozs7ffn",2,Twitter for Android,
Teach Plus,123310100,"Boston, MA",2023-01-19 15:30:03,"""As a teacher, the prolonged effects of Covid-19 have reinforced that what our students need most are diverse, well… https://t.co/EhJ6UxzLFc",2,Twitter Web App,
Llama,1241507750280118273,Boston,2023-01-19 15:20:07,@StewieOoowee Im saying uber pool created covid cause they saw how connected we were becoming as a people while sav… https://t.co/xZpjwRou0F,0,Twitter for iPhone,
Pup,362042860,Boston ,2023-01-19 15:16:49,I always get a kick out of conventions trying to out virtue signal each other with covid restrictions.,0,Twitter Web App,
Derrick S. 🦦,344538894,"Boston, MA",2023-01-19 15:13:46,@RonnyLlama Are you saying Uber pool is one of the reasons Covid came lol?,0,Twitter for iPhone,
Mass. Public Health,23711785,"Boston, MA",2023-01-19 15:02:40,Massachusetts offers in-home COVID-19 vaccinations for anyone who has difficulty getting to or using a community cl… https://t.co/w7KIKHrWjN,7,Hootsuite Inc.,
❄️🥂2023 & Me🥂❄️ (PaRoDy™️),2397276883,"Boston, Ma",2023-01-19 14:59:48,It's covid. https://t.co/ulKNNxEVwl,0,Twitter for Android,
Abe,16176148,"Boston, MA",2023-01-19 14:58:33,@lymanstoneky how much of that was the COVID boom though? most people I know with a NZ passport were trying to go b… https://t.co/idKaoqKri2,0,Twitter Web App,
DJVINCE1 The PhatKat,37657274,"Boston, MA",2023-01-19 14:56:33,@adamrivers COVID has people going off the “rails”,0,Twitter for iPhone,
Geoffrey Pereira,716833899578527745,"Carlisle, MA",2023-01-19 14:55:23,"@Marc_Veld Thank you for your level-headed analysis :-)

Do you think Covid is a respiratory or vascular virus?",0,Twitter Web App,
Bill & Melinda Gates Medical Research Institute,887333918088851460,"Cambridge, MA",2023-01-19 14:51:48,"According to @WHO, the pandemic exacerbated the burden of #malaria with an additional 13 million infections and 63,… https://t.co/n1k2DwVhgW",0,Twitter Web App,
Frank-STOP-Christian-Nationalists-Schaeffer,23824000,"Boston, MA",2023-01-19 14:39:39,Isn't it ironic that older white evangelical Republican voters who didn't get vaccinated and don't believe in evolu… https://t.co/kKqmW5CANO,25,Twitter Web App,
Dave Brown,385245811,"Boston, MA",2023-01-19 14:38:42,@MarioFratto @TomiLahren This is my bragging about my four doses of mRNA Covid vaccines. Now tell us how you’re terrified of needles.,0,Twitter for iPhone,
Tom Snyder,1589073737994981376,Boston,2023-01-19 14:36:03,"@jordanbpeterson Global warming trapping heat of 600K Hiroshima bombs/hr

Reminds me of when Covid was killing a few 9/11’s per day",0,Twitter Web App,
Matt Reyes,61859017,"Boston, MA",2023-01-19 14:23:40,"@Acyn I'm sure the 5,000,000 Aotearoans who are still alive, as compared to the 2,500 who've died from COVID, feel… https://t.co/Y6sSk6Osmp",0,Twitter Web App,
🌻 Laura Fitton (she/her) 🌻,3533231,"Boston, MA",2023-01-19 14:21:42,"@mekncl sorry but this is wishful thinking

the vaccine prevents severe covid, but it does not prevent covid",0,Twitter for iPhone,
Lisa,3214618341,"Boston, MA",2023-01-19 14:17:20,@CoWino @Freckles3229263 @RonFilipkowski They will not release cause of death.  But she was anti vax and was hospit… https://t.co/8k3BKqxNI6,0,Twitter for iPhone,
Peter Sprague,1595497288801075202,"Rockland, MA",2023-01-19 14:16:44,@Real___iTamara Should Biden apologize for calling covid vaccines safe and effective,0,Twitter for Android,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-19 14:14:47,Trump needs to stop denying vaccine harms and those who were injured by COVID vaccines.,724,Twitter for iPhone,
Jen Royle,126901915,BOSTON,2023-01-19 14:13:35,"@risingsmoke1 Oh just last night:
- We have a sick child &amp; I live in NH. 
- I don’t eat pork or shellfish 
- I may… https://t.co/7JKMdPT04m",0,Twitter for iPhone,
Angela Brooks,1078470138356293632,"Boston, MA",2023-01-19 14:12:22,"@CaptnJb06 @tracybeanz I disagree, had the early therapeutics not been banned, this would have passed like the othe… https://t.co/5xaLvASL5W",0,Twitter for iPad,
Mass. Public Health,23711785,"Boston, MA",2023-01-19 14:04:01,"Follow our 7 steps:
-Get vaccinated &amp; stay up to date with your shots.
-Take a test.
-Get treatment ASAP if you hav… https://t.co/iZ6qNBsxqM",4,Hootsuite Inc.,
Mayor Carlo DeMaria,1439408684,"Everett, MA",2023-01-19 14:03:32,"The Covid-19 testing site at Rivergreen Park has been extended through March 31, 2023. The site is open from 7AM-7P… https://t.co/jKQXiHfCyX",0,Hootsuite Inc.,
Pablo,1519183833274454016,"Boston, MA",2023-01-19 14:01:30,@DC_hoda @FoxNews Just like this Connecticut DemonRat did as well… https://t.co/CGapW6f3ir,0,Twitter for iPhone,
Susan,26560824,Boston MA,2023-01-19 13:46:01,@GovRonDeSantis You’ve just opened the door to people making a case for not getting any shot they don’t want - meas… https://t.co/meY2CytJtx,0,Twitter for iPhone,
Tom Looby,181039052,"Peabody, MA",2023-01-19 13:35:40,China says critical COVID cases have peaked as holiday travel surges | Reuters https://t.co/RMyBn4Ctn7,0,Twitter for iPhone,
Frank-STOP-Christian-Nationalists-Schaeffer,23824000,"Boston, MA",2023-01-19 13:32:46,"Dear Republican friends,
Curriculum battles are a waste of time. Why don't you cut to the chase and just deny that… https://t.co/E1ZCWyx2W8",17,Twitter Web App,
Michael Rass,14287573,Boston,2023-01-19 13:30:02,"New Zealand Prime Minister Jacinda Ardern, an icon to many, is stepping down https://t.co/aj8OAzOlz8 https://t.co/OjuDtfTi7R",0,Buffer,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-19 13:18:26,“He's Been Hospitalized Four Times Since Getting A Covid Vaccine. He Has Myocarditis And POTS. He Can No Longer Wor… https://t.co/Hh4cMnuTFy,290,Twitter for iPhone,
Rubble,1522714657773006848,"Boston, MA",2023-01-19 13:12:35,"@mitchellvii He's only Pro Vaccine because he takes credit for Operation Warpspeed.

He was cruising to a 2nd term… https://t.co/RIJ4kVkFVb",0,Twitter for Android,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-19 12:45:09,“The MHRA has published guidance on how doctors should evaluate COVID-19 vaccine induced myocarditis. That’s a prox… https://t.co/2uO1LxasTa,72,Twitter for iPhone,
Boston Mom,3370135227,"Boston, MA ",2023-01-19 12:44:44,@DanielHadas2 Lockdowns were NEVER used prior to Covid and were not even part of a pandemic plan. They were never j… https://t.co/CIAiSJieSn,0,Twitter for iPhone,
Vivienne Sullivan🇯🇲🇺🇸,22490773,"Boston, MA",2023-01-19 12:41:30,@TwiddersGad And scientist and doctor too (Covid),0,Twitter for iPad,
🌻 Laura Fitton (she/her) 🌻,3533231,"Boston, MA",2023-01-19 12:39:06,"your symptoms + your negative home covid test does not = you don’t have covid

check with a PCR to be sure",1,Twitter for iPhone,
Llama,1241507750280118273,Boston,2023-01-19 12:37:25,Nah. Covid was inside job by uber pool https://t.co/vgTh70WPMq,0,Twitter for iPhone,
MistahPolitical,1585386239213150209,"Boston, MA",2023-01-19 12:34:52,@RonFilipkowski This had a lot to do with the Covid lockdown. More people turned to drugs during lockdown.   Not to… https://t.co/VNhozaw363,0,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-19 12:26:02,"BREAKING: NHS Director confirms Hospitals lied about Cause of Death to create illusion of COVID Pandemic

https://t.co/Y0wIQIEH5l",1269,Twitter for iPhone,
Vijay Iyer PhD,947050907321143296,"Boston, MA",2023-01-19 12:17:24,"@MrTheposter @D_Bone If it turns out she's a case, fully agree it's a solid example of mild Long Covid.",0,Twitter Web App,
Vijay Iyer PhD,947050907321143296,"Boston, MA",2023-01-19 12:16:07,"@AndrewG76201347 @D_Bone Good reference &amp; that's based on ME which is a ""last resort"" diagnosis. There must be at l… https://t.co/TGoXedtOab",0,Twitter Web App,
Vijay Iyer PhD,947050907321143296,"Boston, MA",2023-01-19 12:14:15,@D_Bone My ME began in 2015 after an URI &amp; it impacted my athletics (took a year to get back to 80%  of prior basel… https://t.co/uY0WoTEutZ,0,Twitter Web App,
Mass General MDs,4150440088,"Boston, MA",2023-01-19 12:02:04,"#MassGeneral physician Vandana Madhavan, MD, was quoted in @USNewsHealth's article on how children with both COVID… https://t.co/fEBPXaTg63",0,Hootsuite Inc.,
Jeremy Faust MD MS (ER physician),35328942,"Boston, MA",2023-01-19 12:01:32,Inside Medicine: Future Covid-19 booster vaccinations should be 100% Omicron. https://t.co/jNqwKiys8h,4,Substack,
MASC-SchoolCommittee,2161010642,"Boston, MA 02109",2023-01-19 11:33:07,Parents in the US had alarmingly high rates of anxiety and depression during the COVID-19 pandemic – and that has a… https://t.co/nD1xuFMoUk,0,TweetDeck,
Jason - Bison Brewski F,213120036,"Somerville, MA",2023-01-19 11:29:53,"@DeltaNovember66 @WagnerTonight The 400,000 who died of Covid because of his apathy,  laziness &amp; purposely ""downpla… https://t.co/9ragK3tCGs",0,Twitter for Android,
Luke Hogan 🇺🇸🍀,792917328,Boston MA,2023-01-19 11:14:51,@thevivafrei Eeek. That’s the look of someone who’s done devestating amounts of damage to her own people. Soulless… https://t.co/c9uJImTT4U,0,Twitter for iPhone,
Crystal🫧,19080220,"Boston, Ma.",2023-01-19 10:27:59,Ap told Covid “hold my beer” and went straight to the top. LFG GOATIE GOAT! https://t.co/yeKagMvn4f,0,Twitter for iPhone,
Crystal🫧,19080220,"Boston, Ma.",2023-01-19 10:25:32,@Apathy_BZ @TST_live @tdawgsmitty @aydan You’re an absolute demon and this is so well deserved. Remember when I sai… https://t.co/nRGFCV0i8E,0,Twitter for iPhone,
elnotcho.eth,1059878944520978437,"Boston, MA",2023-01-19 10:18:18,@TomiLahren We never brag. We’re just sitting back watching you die from COVID 🍿 https://t.co/yLh39hDGOw,0,Twitter for iPhone,
ZAQS Politics News,964197501459943424,"Boston, MA",2023-01-19 09:30:01,"From 37 to 60,000: China's official COVID-19 death toll data remains opaque https://t.co/9Yzbj9awwq",0,ZAQS Politics,
James Chillax 🇺🇸,897172016150839298,"Cambridge, MA",2023-01-19 09:22:23,@williamlegate @JohnDoe78084921 @elonmusk Yes they covered up the Vax and covID and didn’t question the govt,0,Twitter for iPhone,
The Boston Globe,95431448,"Boston, MA",2023-01-19 09:12:08,China accuses ‘some Western media’ of COVID-19 coverage bias https://t.co/41dfusEXKb,0,SocialFlow,
DriftOT,1357284858750509059,"Boston, MA",2023-01-19 08:35:19,I wanna stream mannn Covid is bullshit,0,Twitter for iPhone,
Matthew Smith (Метью Сміт),29926451,"Revere, Massachusetts",2023-01-19 07:38:04,@ApexJTV And the overall workforce size is still larger than when COVID first hit. Another thing to note.,0,Twitter for Android,
ZAQS Tech News,969008246026588160,"Boston, MA",2023-01-19 07:00:30,Unvaccinated COVID patients 'at greater risk of death' for at least 18 months after infection https://t.co/Mqczny8Mym,0,ZAQS Tech,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-19 06:09:02,"🚨BREAKING — Trump Dismisses COVID-19 Vax Safety Claims, Says He Saved 100 Million Lives

https://t.co/SdzbDCkqhb https://t.co/P9l2rtUSZd",315,Twitter for iPhone,
Semih,802901627648745473,"Boston,United States",2023-01-19 05:42:51,he compares poorly to how showbiz and charismatic trump was the first time he ran(people were weary of that kind of… https://t.co/BrJ7FDnxs7,0,Twitter Web App,
Nexkaa,1338095100,"Boston, MA",2023-01-19 05:40:10,"I've been feeling sick. It's either covid or exhaustion from my very busy nonstop, stressful, anxiety inducing begi… https://t.co/WJx8VlHrBR",0,Twitter for Android,
Randall Bock,58507461,"Newton, Massachusetts",2023-01-19 05:38:52,"Play silly games, win silly prizes.

Doubling the money supply makes each dollar worth half, eg. 
Paying people to… https://t.co/dBwljZbPFy",3,Twitter for Android,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-19 05:37:10,2/A new study by Chiu et al of 4K school kids aged 12-18 found 17.1% had 1 or more cardiac symptoms + meaningful EC… https://t.co/vjaYDfElT4,22,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-19 05:37:10,"🧵/🚨BREAKING — New Study: 17.1% Of Kids Suffered Cardiac Symptoms After A 2nd Dose Of Pfizer’s Covid Vaccine

➡️Ches… https://t.co/sYUYj8N5qI",365,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-19 05:28:55,🧵/🚨BREAKING — NEW STUDY: 48.27% Increased Probability Of Infection From 1 COVID Booster Compared To Being Unvaccina… https://t.co/DmZSw6L9sW,219,Twitter Web App,
Boston B-Dub 🇺🇸 🇮🇪 🇫🇷,3185704998,"Boston, MA",2023-01-19 05:23:25,@sutt9055 @SecRaimondo @POTUS Biden wasn't POTUS when most of small businesses struggled and closed when covid hit hard,0,Twitter for Android,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-19 05:20:28,“He's Been Hospitalized Four Times Since Getting A Covid Vaccine. He Has Myocarditis And POTS. He Can No Longer Wor… https://t.co/iLrcaABkyC,262,Twitter Web App,
Albert B Andrews,305150871,"Cambridge, MA",2023-01-19 05:05:28,Sam Harris CAN’T ADMIT He Was Dead Wrong About COVID https://t.co/SATQhrvDj1 via @YouTube,0,Twitter for iPad,
The Conversation U.S.,2733320850,"Boston, MA",2023-01-19 05:01:22,We need to recognize and treat the #mentalhealth issues of parents – for the sake of their children (via… https://t.co/6tHaTq8Lro,1,Echobox,
jshore,324439521,Boston,2023-01-19 04:59:55,@MAGAIncWarRoom @realLizUSA So the disgraced trump contributed to her death with his COVID misinformation and now h… https://t.co/rFXx6EYFus,0,Twitter Web App,
The Orange Tiger,1586062078481162241,"Boston, MA",2023-01-19 04:50:41,@drewforyou6724 @TristanSnell COVID,0,Twitter for iPhone,
Average Dad 🌻 Beer League Hockeyist,17749029,"Boston, MA",2023-01-19 04:46:57,"@nolab123 For real. Our daughter’s high school health teacher asked me to do an hour on covid, including questions.… https://t.co/2iwl14UyO7",0,Twitter for iPad,
Frenkie☔️,1575474839606788097,Chelsea,2023-01-19 04:46:12,covid killed music man,0,Twitter for iPhone,
Boodie Ugwumba,36112656,Boston,2023-01-19 04:21:41,"@olivierjanss @disclosetv ""They"" are all your western governments who are making laws and doing everything to make… https://t.co/XZaHiBAn8S",2,Twitter for Android,
kissy kiss,407386346,"Boston, MA",2023-01-19 04:20:09,idk i remember it always being like this before covid. i think people are just more aware of it now https://t.co/9yZ6BNUMaV,0,Twitter for iPhone,
Danielle Elwood,138851274,"Boston, MA",2023-01-19 04:04:56,@dave_wojo But we are the ones spreading miss Information lol. President Trump trying to help save ppl with alterna… https://t.co/Y1GBo2d1pi,0,Twitter for iPhone,
Charlie Fallon,1578448999366987776,"Boston,MA",2023-01-19 03:52:51,@catturd2 She needs to be held accountable. They’re coming for her and she knows it. The Covid dam is starting to c… https://t.co/OOR5ltd5Hr,0,Twitter Web App,
Andrea Muraskin,1087767456,Boston,2023-01-19 03:50:14,@pifflethemuppet 🤒 get well soon. Have you seen Search Party? Great covid binge watch.,0,Twitter for Android,
Sara Sews Idols,1306328469035507713,"Boston, MA",2023-01-19 03:47:54,"Well, an early bday present for me…ITS COVID!!! My first time too!!! https://t.co/3IOMG93SOz",0,Twitter for iPhone,
Top Biomedical Science,1886086740,"Boston, MA",2023-01-19 03:22:13,"With new variants and a changing landscape of vaccination and immunity, what do the symptoms of covid-19—and our un… https://t.co/qA5lPkO9Ks",0,Twitter for iPhone,
Matt Culp 🌹🐊,235046871,Boston MA,2023-01-19 03:22:05,@bokeller12 @DivineDart I simply would not give my time to an employer that didn’t offer paid sick time. Covid has… https://t.co/Mys6d0lefj,0,Twitter for iPhone,
Bill,69371039,"Boston, MA",2023-01-19 03:13:04,"@DavidJollyFL Yeah, all due to COVID Bills pushed by democrats.",0,Twitter for iPhone,
Jewish Journal MA,1160943586378227716,"Boston, MA",2023-01-19 03:07:39,Orthodox pilgrimage to the grave of Kabbalah rabbi buried in Istanbul picks up after COVID slump https://t.co/yam0C6JSA1,0,IFTTT,
Tim Lee 🐀,220004527,"Lexington, MA",2023-01-19 03:07:17,@lerealSAl @kmpanthagani @dr_kkjetelina Because the flu vax has been around a long time people consider it safe so… https://t.co/dupXkdFcaK,0,Twitter for iPhone,
RepublicanIsASlur,1565496584485445632,Boston,2023-01-19 03:06:55,"@jentaub Covid denial, probably. She was the poster woman for pandemic success. Then covid was over...",0,Twitter Web App,
